Titre;Description;MotsClés;NomDuLieu;CodePostal;Ville;Région;Département;TypeEvénement;AgeMinimum;AgeMaximum;ConditionsDeParticipation
Lectures publiques des livres de 13 éditeurs à l'Espace d'Autre Livre;lectures publiques de livres de 13 éditeurs par des auteurs et des comédiens;"Guillaume Basquin;Per Sorensen;Fawaz Hussain;Clément Charnier;Laure Sorasso;Claire Dumay;Fanny Saintenoy;Béatrice Tanaka;Françoise Favretto;Benoit Fourchard;Marie-Noël Arras;Jane Addams;Michèle Perret;Florent Papin;Jeanne Marie;Adelmo Venturelli";Espace L'autre livre;75005;Paris;Île-de-France;Paris;Lecture / Conte;16;99;Entrée libre
Lectures participatives et musicales;Lectures participatives et musicales;"Lectures;Théâtre;Musique";La Bastide L'Evêque;12200;Le Bas Ségala;Occitanie;Aveyron;Lecture / Conte;;;Entrée libre
Au cœur de la nuit - Immersion sonore et visuelle;De Patti Smith à Arthur H en passant par Gil Scott Heron, découvrez l'aspect poétique de la musique parlée. Espace : Auditorium Musique.;;Médiathèque centrale Emile Zola;34000;Montpellier;Occitanie;Hérault;Autre (précisez dans le champ ci-dessous);16;99;Entrée libre
Histoires en domino;Des lectures pour les 0-3 ans !;;Médiathèque Rhône Crussol;7500;Guilherand-Granges;Auvergne-Rhône-Alpes;Ardèche;Lecture / Conte;;3;Entrée libre
Des livres et des jeux;Et si vous jouiez avec vos personnages de contes favoris ?;;Bibliothèque municipale de Rochetrejoux;;;;;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);2;99;Entrée libre
Boite de nuit;"Création de l'artiste plasticien normand Olivier Thiébaut qui cultive l'art insolite et poétique de la ""mise en boîte""";;Médiathèque de Fontaine-Étoupefour;14790;Fontaine-Étoupefour;Normandie;Calvados;Exposition;;;Entrée libre
Nuit de la lecture au CDI du lycée Fabert;Partez à la découverte de grands auteurs à travers divers ateliers proposés tout au long de la soirée.;lecture à voix haute / cadavres exquis / jeux littéraires;Lycée Fabert;57045;Metz;Grand Est;Moselle;Atelier;14;99;Sur inscription
Ma liberté à moi ! Lecture musicale en hommage à Toni Morrison;Traversées polyphoniques;Toni Morrison Nina Simone Lecture musicale Nuit de la lecture Poitiers Traversées The big Ticket to swing;Médiathèque François Mitterrand;86000;Poitiers;Nouvelle-Aquitaine;Vienne;Lecture / Conte;5;99;Entrée libre
Victor l’anecdoteur - adultes;Victor l’anecdoteur aime les histoires. Toutes les histoires, sous n’importe quelles formes… Contes, anecdotes, faits divers, proverbes, poèmes, lectures…;"contes;lecture;musée";Musée Alfred-Canel;27500;Pont-Audemer;Normandie;Eure;Lecture / Conte;7;99;Sur inscription
Dialogue autour  de Toni Morrison avec Christine Laferrière et Josyane Savigneau;Traversées Polyphoniques;Toni Morrison Poitiers Christine Laferrière Josyane Savigneau Lectures à voix haute Jazz;Médiathèque François Mitterrand;86000;Poitiers;Nouvelle-Aquitaine;Vienne;Conférence / table-ronde;15;99;Entrée libre
Le Goût des Autres;À l’affiche du Goût des Autres, cette année, la gourmandise, autant dire le plaisir de lire, de vivre, de partager et de découvrir des écrivains, en se montrant gourmand, épicurien et heureux.;;Bibliothèque Oscar Niemeyer;7660;Le Havre;Normandie;Seine-Maritime;Autre (précisez dans le champ ci-dessous);3;99;Entrée libre
La Nuit de la lecture : Lectures + Rencontre avec Thomas Scotto et Régis Lejonc  !;Lecture à voix haute + Séance de dédicaces;"Lecture;Nuit;Dédicace;Auteurs";Librairie Chat Perché;43000;Le Puy-en-Velay;Auvergne-Rhône-Alpes;Haute-Loire;Lecture / Conte;;;Entrée libre
La nuit porte conseil…de lectures !;A partir de l'horaire indiqué, les bibliothécaires vous proposent de partager leurs coups de cœur littéraires. Espace Littératures et Arts Adultes. Littérature et Arts Adultes;;Médiathèque centrale Emile Zola;34000;Montpellier;Occitanie;Hérault;Partage de coups de cœur, conseils de lecture, « speed-booking »;16;99;Entrée libre
Loup-garou;Le village de Thiercelieux est troublé par la présence d’un loup-garou qui rôde la nuit... sauvez votre peau ! Espace  : Salle de jeux.;;Médiathèque centrale Emile Zola;34000;Montpellier;Occitanie;Hérault;Partage de coups de cœur, conseils de lecture, « speed-booking »;10;16;Sur inscription
Lectures - expositions d'oeuvres inédites d'Edouard Daurelly;lectures - exposition   oeuvres inédites d'Edouard Daurelly;Lectures - Exposition;Bibliothèque municipale d'Ault;80460;Ault;Hauts-de-France;Somme;Lecture / Conte;;;Entrée libre
Lecture/rencontre avec un Florent Papin;"Florent Papin lira ""Payne""";"éditions la tête à l'envers;Florent Papin;Payne";Espace L'autre livre;75005;Paris;Île-de-France;Paris;Lecture / Conte;;;Entrée libre
Lecture/rencontre avec une traductrice;Jeanne Marie lira des poèmes en français et en espagnol qu'elle a traduits;"Garcia Lorca;Jeanne Marie";Espace L'autre livre;75005;Paris;Île-de-France;Paris;Lecture / Conte;;;Entrée libre
Teatime avec Anne Martinetti - Agatha Christie et la gourmandise;Crimes et gourmandises - Rencontre dégustation;"Agatha Christie;Anne Martinetti;Crimes;gourmandises;romans policiers;polars;Littérature policière;cuisine";Médiathèque Jacques Baumel;92500;Rueil-Malmaison;Île-de-France;Hauts-de-Seine;Rencontre d'auteur(s) et dédicace;10;99;Sur inscription
Escape Game Les Voyages fantastiques de Jules Verne;La Bibliothèque Universitaire de Lettres Lafayette propose un ensemble d’Escape Game autour de Jules Verne et de ses œuvres les plus connues. Trois missions de difficultés différentes seront à relever;"Escape gam;Jules Verne;Lecture;jeux;BU";Bibliothèque universitaire Lafayette;63000;Clermont-Ferrand;Auvergne-Rhône-Alpes;Puy-de-Dôme;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);7;99;Sur inscription
Lectures à voix haute : première partie;Lectures à haute voix pour les grands de 19h à 23h;"lecture;conte;fable;récit;légende;apéro;convivialité;histoire;dormir debout";Bibliothèque municipale Jacqueline Weiss;60153;Rethondes;Hauts-de-France;Oise;Lecture / Conte;16;99;Entrée libre
Soirée pyjama;Mets-toi en pyjama, n’oublie pas ton doudou et viens écouter des histoires.;"lectures;jeunesse;pyjama";Médiathèque de Saint-Martin;29200;Brest;Bretagne;Finistère;Lecture / Conte;4;8;Sur inscription
Cruelles archives ! Venez écouter le récit de trois affaires criminelles qui ont retenti dans le Vaucluse;"""L'infâme Bedouin"", ""Fuyez cette femme"", ""Une éphémère évasion"" voici trois affaires criminelles qui ont retenti dans le Vaucluse";"lecture;archives;affaires criminelles";Archives départementales de Vaucluse;84000;Avignon;Provence-Alpes-Côte d'Azur;Vaucluse;Lecture / Conte;;;Sur inscription
Murder party;Un meurtre a été commis, résolvez l'enquête !;enquête;Centre Culturel Communautaire des Cordeliers;39000;Lons-le-Saunier;Bourgogne-Franche-Comté;Jura;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);12;99;Sur inscription
Livre surprise;Apportez un livre et repartez avec un autre;"livres;cadeau;surprise";Médiathèque Coeur de Ville;94300;Vincennes;Île-de-France;Val-de-Marne;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Sur inscription
Imagine la nuit...;"Atelier créatif ""Livres accordéons""";"atelier;créatifs;livres accordéons";Médiathèque Imagine Taulé;29670;Taulé;Bretagne;Finistère;Atelier;6;99;Sur inscription
"Jeu de l'oie en famille autour de l'exposition ""Les mots de la gourmandise""";Un grand jeu de l'oie à jouer en équipe, pour un public familial, à partir d'une exposition prêtée par la Médiathèque de Meurthe et Moselle;"grand jeu;gourmandise";Bibliothèque municipale Gabriel Gobron;54890;Bayonville-sur-Mad;Grand Est;Meurthe-et-Moselle;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);3;99;Sur inscription
Lectures publiques;Lecture de textes par les adhérents en collaboration avec le Cercle des Auteurs Bandolais;;Médiathèque de Bandol;83150;Bandol;Provence-Alpes-Côte d'Azur;Var;Lecture / Conte;7;99;Entrée libre
"Spectacle ""Enlivrez-vous""";"Spectacle ""Enlivrez-vous"" par la compagnie du Contrevent, qui joue avec les mots et jongle avec les livres";;Médiathèque de Bandol;83150;Bandol;Provence-Alpes-Côte d'Azur;Var;Spectacle (danse, concert, performance, théâtre…);;99;Entrée libre
Un parcours du Ve de la lecture carte en main : projection de « Toute la mémoire du monde », court-métrage documentaire d’Alain Resnais;Au cours d’une soirée itinérante autour du livre et de la lecture dans le Ve, découvrez le magnifique court-métrage d’Alain Resnais, Toute la mémoire du monde, ainsi que la carte Notre Ve du livre;"documentaire;resnais;mémoire;livre";Centre culturel Irlandais;75005;Paris;Île-de-France;Paris;Projection;;99;Entrée libre
Veillée pyjama à la bibliothèque;On enfile son pyjama, sa robe de chambre,... on prend son doudou, sa couverture ou son oreiller... et on vient écouter des histoires sous la couette !;;Bibliothèque municipale d'Appoigny;89380;Appoigny;Bourgogne-Franche-Comté;Yonne;Lecture / Conte;5;99;Entrée libre
Banyuls a le Vian en poupe : veillée hommage à Boris Vian;Veillée en hommage à Boris Vian;lecture vian banyuls veillée soirée lecruresà haute voix;Mairie;66650;Banyuls-sur-Mer;Occitanie;Pyrénées-Orientales;Lecture / Conte;7;99;Entrée libre
La nuit, tous les chats sont gris...;Lecture de textes littéraires sur les chats;"lecture à voix haute;Chats";La Ferme des Deux Lions;76380;Canteleu;Normandie;Seine-Maritime;Lecture / Conte;;;Entrée libre
Soirée Partage de Lectures à voix haute : De jour, de nuit, on lit !;Soirée partage de Lectures à voix haute en 4 temps sur 3 lieux à Foucherans;"Lectures;Kamishibaï";Salle polyvalente;25620;Foucherans;Bourgogne-Franche-Comté;Doubs;Lecture / Conte;2;99;Entrée libre
Inauguration des expositions;Découverte d'expositions;Exposition;Bibliothèque de Plémet;22210;Plémet;Bretagne;Côtes-d'Armor;Exposition;;;Entrée libre
Dégustation littéraire : les serveurs de textes et autres amuz'oreilles !;Venez déguster les Amuz'oreilles contoctés par nos serveurs de textes;"lecture;collation;littérature;textes;Eurekoi";Médiathèque Alphonse Daudet;63360;Gerzat;Auvergne-Rhône-Alpes;Puy-de-Dôme;Dégustation, buffet, collation…;14;99;Sur inscription
Opéra apéro;Spectacle lyrique;;Bibliothèque Forney;75004;Paris;Île-de-France;Paris;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Exposition de textes des poètes du cercle Muselyre;exposition Muselyre;"exposition;cercle;Muselyre;Venoix;Caen";Bibliothèques de Venoix;14000;Caen;Normandie;Calvados;Exposition;7;50;Entrée libre
Présentation de la sélection du Prix des lecteurs 2020;Présentation de la sélection 2020;Prix des lecteurs;Bibliothèque municipale de Tournon-sur-Rhône;7300;Tournon-sur-Rhône;Auvergne-Rhône-Alpes;Ardèche;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Entrée libre
Les Mille et une Nuits à la Goutte d'Or;Marathon-lecture autour des Mille et une Nuits;;Bibliothèque Goutte d'Or;75018;Paris;Île-de-France;Paris;Lecture / Conte;;;Entrée libre
La Nuit à Violette : blind-test;Blind-test;;Médiathèque Violette Leduc;75011;Paris;Île-de-France;Paris;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Soirée contes - LUNDI 20 JANVIER;Soirée contes en présence d'un conteur professionnel au Centre de Semi-Liberté de Corbeil-Essonnes;;Bibliothèque Aimé Césaire du Centre de Semi-Liberté de Corbeil-Essonnes;91100;Corbeil-Essonnes;Île-de-France;Essonne;Lecture / Conte;;;Sur inscription
"""Camus et la musique"" : Conférence de Marcelle Mahasela";Camus et la musique;"Conférence;Camus";Bibliothèque Universitaire de lettres et SHS Nancy;54000;Nancy;Grand Est;Meurthe-et-Moselle;Conférence / table-ronde;;99;Entrée libre
Olivier Vanhée, sera présent à la Nuit de la lecture 2020 au Lycée Majorelle de Toul;Olivier Vanhée sera présent à la seconde Nuit de la lecture du Lycée Majorelle de Toul;rencontre avec un auteur;Lycée Louis Majorelle;54200;Toul;Grand Est;Meurthe-et-Moselle;Rencontre d'auteur(s) et dédicace;6;99;Entrée libre
Nicolas Mathieu, président de la Nuit de la lecture 2020 au Lycée Majorelle de Toul;Nicolas Mathieu sera le président d'honneur de la Nuit de la lecture 2020 au Lycée Majorelle de Toul;rencontre avec un auteur;Lycée Louis Majorelle;54200;Toul;Grand Est;Meurthe-et-Moselle;Rencontre d'auteur(s) et dédicace;6;99;Entrée libre
Place aux jeux !;Jeux de société pour tous;"jeux;jeux de société;Bibliothèque Pompidou;jeux pour tous;intergénérationnel;livres;littérature française;Littérature internationale;partage";Bibliothèque Georges Pompidou;51000;Châlons-en-Champagne;Grand Est;Marne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Apéro-lecture en musique;Apéro-lecture en musique;"échange lecture;plaisir de lire;idées de lecture;convivialité;musique";Bibliothèque municipale Saint-Léonard-de-Noblat;87400;Saint-Léonard-de-Noblat;Nouvelle-Aquitaine;Haute-Vienne;Partage de coups de cœur, conseils de lecture, « speed-booking »;;;Entrée libre
À voix haute : déambulation livresque;Déambulation livresque;;Bibliothèque Mohammed Arkoun;75005;Paris;Île-de-France;Paris;Lecture / Conte;;;Entrée libre
Jeux de société;Animation inter-générationnelle autour des jeux de société;;Bibliothèque municipale de Vasperviller;57560;Vasperviller;Grand Est;Moselle;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Café philo;Discussion philosophique autour du partage;;Bibliothèque municipale de Vasperviller;57560;Vasperviller;Grand Est;Moselle;Conférence / table-ronde;;;Entrée libre
"Lecture de ""Vache sans herbe"" de et par Sabine Tamisier";"Lecture par Sabine Tamisier de son livre ""Vache sans herbe""";"Sabine Tamisier;vache;uchaux;bibliotheque";Bibliothèque municipale;84100;Uchaux;Provence-Alpes-Côte d'Azur;Vaucluse;Lecture / Conte;;;Entrée libre
Livre-échange;Le club de lecteurs adultes des médiathèques de Tourcoing vous invite à le rejoindre dans une ambiance conviviale.Nous vous attendons nombreux pour ce moment de partage.;;Médiathèque André Malraux;59200;Tourcoing;Hauts-de-France;Nord;;;;
Lectures interactives de livres augmentés;Découvrez notre nouvelle sélection de livres augmentés. Feuilletez un livre tout en voyageant au cœur des volcans, ou parcourez les tranchées de la Grande Guerre depuis votre tablette...;;Médiathèque André Malraux;59200;Tourcoing;Hauts-de-France;Nord;;;;
Lectures et partage coups de coeur;Venez partager vos coups de coeur ! Au programme : des lectures de contes et d'albums;;Bibliothèque municipale de Brouilla;66620;Brouilla;Occitanie;Pyrénées-Orientales;Partage de coups de cœur, conseils de lecture, « speed-booking »;;99;Entrée libre
Atelier pâtisserie;Atelier pâtisserie;;Médiathèque de Saint-Marcel;27950;Saint-Marcel;Normandie;Eure;Atelier;7;12;Sur inscription
Lecture déambulatoire dans des  maisons complices;Des lieux successifs accueillent lecteurs et écoutants pour des lectures coup de coeur;"Déambulation -;maisons complices;lectures coup de coeur";Bibliothèque de Vieux - départ du circuit;14930;Vieux;Normandie;Calvados;Partage de coups de cœur, conseils de lecture, « speed-booking »;6;100;Sur inscription
Atelier d'écriture autour des épices du monde;Sur la thématique des voyages, une bibliothécaire vous invitera à écrire à partir des odeurs d'épices du monde;atelier d'écriture;Médiathèque Michel Sainte-Marie;33700;Mérignac;Nouvelle-Aquitaine;Gironde;Atelier;;;Entrée libre
Pyramides en pop-up;Viens créer ta pyramide et d'autres surprises en trois dimensions.;;Médiathèque Jean Boudou;12440;La Salvetat-Peyralès;Occitanie;Aveyron;Atelier;;;Entrée libre
Parcours Moyen Âge : découvrez en créant;DES ATELIERS CREATIFS;;Médiathèque François Mauriac;95190;Goussainville;Île-de-France;Val-d'Oise;Atelier;7;99;Entrée libre
Parcours Moyen Âge : lecture mystère;DES LECTURES MYSTERE;;Médiathèque François Mauriac;95190;Goussainville;Île-de-France;Val-d'Oise;Lecture / Conte;7;99;Sur inscription
Je ne sais quelle vie étrange. Victor Hugo et la nuit;Concert-lectures;"Concert;Lectures;Victor Hugo;Musique";Maison natale de Victor Hugo;25000;Besancon;Bourgogne-Franche-Comté;Doubs;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Enquête à la médiathèque;Menez l'enquête à la médiathèque;"énigme;enquête;escapegame;médiathèque;jeu;réflexion";Médiathèque de Podensac;33720;Podensac;Nouvelle-Aquitaine;Gironde;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);7;99;Sur inscription
Week-end de fête;"2 jours de fête ""Chez les enfants"" pour le lancement de l'installation ""Mais que font les animaux l'hiver"" conçue par l'illustratrice Élo. Des animations, des lectures…";;Bibliothèque des Champs Libres;35000;Rennes;Bretagne;Ille-et-Vilaine;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Même pas peur à la bibliothèque;Lecture en pyjama à la bilbiothèque;"Littérature jeunesse;Pyjamas";Médiathèque de la Tour du Prince;79270;Frontenay-Rohan-Rohan;Nouvelle-Aquitaine;Deux-Sèvres;Lecture / Conte;5;9;Entrée libre
Petit-déjeuner d'accueil;Moment de convivialité avec les bibliothécaires.;;Médiathèque Novel;74000;Annecy;Auvergne-Rhône-Alpes;Haute-Savoie;Dégustation, buffet, collation…;;;Entrée libre
Mur d'expression libre;"Faites parler votre âme d'artiste en dessinant sur les murs de la médiathèque ; inspirez-vous d'une œuvre de l'artothèque choisie pour l'occasion.";"mur d'expression;œuvre participative";Médiathèque Bonlieu;74000;Annecy;Auvergne-Rhône-Alpes;Haute-Savoie;Autre (précisez dans le champ ci-dessous);;;Entrée libre
Après-midi Jeux;Jeux au secteur Jeunesse proposés par la Ludothèque des Romains.;"jeux;jeux de société;jeux de construction";Médiathèque Bonlieu;74000;Annecy;Auvergne-Rhône-Alpes;Haute-Savoie;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Visite des réserves;Visite des réserves éclairé à la frontale.;;Médiathèque Bonlieu;74000;Annecy;Auvergne-Rhône-Alpes;Haute-Savoie;Visite guidée / visite insolite;;;Sur inscription
"Jeu ""Réponse à tout"", jouons ensemble. Début à 18h45.";Venez en famille, entre amis, seul(e) jouer aux questions - réponses.;"jeux;questions-réponses";Médiathèque Louise Michel;74960;Meythet;Auvergne-Rhône-Alpes;Haute-Savoie;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Enigma'thèque Léonard de Vinci;Seul ou entre amis, en famille, venez constituer une équipe pour résoudre les énigmes posées par Léonard de Vinci. Ambiance Renaissance garantie !;;Médiathèque Seynod;74600;Seynod;Auvergne-Rhône-Alpes;Haute-Savoie;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);11;99;Sur inscription
1 2 3, albums !;Présentation de 10 albums Ados/Adultes;"Albums;intergenérationnel;lecture";Médiathèque François Edouard;1400;Châtillon-sur-Chalaronne;Auvergne-Rhône-Alpes;Ain;Lecture / Conte;;;Entrée libre
Séances de contes avec tapis de lecture;Séance de contes: une conteuse, des tapis de lecture, de belles histoires à découvrir...;Raconte tapis;Centre culturel et d'animation Francoise Dolto;62138;Billy-Berclau;Hauts-de-France;Pas-de-Calais;Lecture / Conte;1;5;Entrée libre
Spectacle de marionnettes;Spectacle de marionnettes proposé par les agents du service culturel;Marionnettes;Centre culturel et d'animation Francoise Dolto;62138;Billy-Berclau;Hauts-de-France;Pas-de-Calais;Spectacle (danse, concert, performance, théâtre…);3;8;Entrée libre
"Jeu "" Énigmes en bibliothèque""";Des énigmes cachées, à trouver et à résoudre pour obtenir la clef du coffre contenant une récompense;Jeu;Centre culturel et d'animation Francoise Dolto;62138;Billy-Berclau;Hauts-de-France;Pas-de-Calais;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);7;10;Sur inscription
Poésie de la nuit et du partage;Ecoutez le murmure des mots de la nuit et du partage !;"Poésie;Murmure;Chuchotement;Ecriture;Emotions";Médiathèque L'Oiseau Lire;2700;Tergnier;Hauts-de-France;Aisne;Lecture / Conte;6;99;Entrée libre
Contes et légendes du loup;Contes et légendes du loup;;Bibliothèque de Giat;63620;Giat;Auvergne-Rhône-Alpes;Puy-de-Dôme;Rencontre d'auteur(s) et dédicace;;;Entrée libre
"Spectacle - ""Deux Mots"" interprété par Catherine Pavet -  Cie Pour Ainsi Dire";"""Deux mots"", c'est l'histoire d'une femme qui parle à son sac à main...";"humour;dérision;spectacle";Médiathèque de Sèvres;92310;Sèvres;Île-de-France;Hauts-de-Seine;Spectacle (danse, concert, performance, théâtre…);12;99;Entrée libre
Escape Game de 10h à 20h30;Escape game en groupe et/ou en famille;"Escape game;jeux;énigme;Famille;Amis;groupe";Médiathèque de Sèvres;92310;Sèvres;Île-de-France;Hauts-de-Seine;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);10;99;Sur inscription
Racontée variée;Contes et lectures choisis pour les plus jeunes;"contes;kamishibaï";Médiathèque de l'Est de la Somme;80400;Ham;Hauts-de-France;Somme;Lecture / Conte;4;12;Entrée libre
La cabane des bibliothèques du Pecq;Au programme, lectures d’albums et jeux.;;Pôle Wilson;78230;Le Pecq;Île-de-France;Yvelines;Lecture / Conte;;;Entrée libre
Histoires et kamishibai à Paul Valéry;Venez écouter et voir des histoires pour grands ou petits grâce à la magie du kamishibai !;kamishibai;Collège Paul Valéry;26000;Valence;Auvergne-Rhône-Alpes;Drôme;Lecture / Conte;;;Entrée libre
La lecture, c'est aussi audio !;Venez découvrir et écouter des livres audio au  CDI du collège Paul Valéry.;livre audio;Collège Paul Valéry;26000;Valence;Auvergne-Rhône-Alpes;Drôme;Autre (précisez dans le champ ci-dessous);;;Entrée libre
Rêves d'amour;Un prince qui rencontre une jeune fille pauvre, en tombe amoureux et en rêve... Contes par Orianne Souliman;Conte;Médiathèque du jardin des Arts;78100;Saint-Germain-en-Laye;Île-de-France;Yvelines;Lecture / Conte;;;Entrée libre
Bar à soupes;Bar à soupes;soupes;Médiathèque de Vernon;27200;Vernon;Normandie;Eure;Dégustation, buffet, collation…;;;Entrée libre
Je, tu, il, nous lisons !;Chorégraphie Musicale avec des livres.;"JE;TU IL NOUS LISONS";Cente social le Bartas;13127;Vitrolles;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Lecture / Conte;6;88;Sur inscription
Le voyage du héros;Revisitons les étapes du voyage du héros avec Faly Stachak, et le film Kirikou et la sorcière !;"héros;aventure;Kirikou";Bibliothèque Cour des Boecklin;67800;Bischheim;Grand Est;Bas-Rhin;Conférence / table-ronde;;;Sur inscription
Le chemin de l'aventure;Un atelier créatif en techniques mixtes animé par Muriel Brzeznicki, plasticienne.;"héros;aventure;création";Bibliothèque Cour des Boecklin;67800;Bischheim;Grand Est;Bas-Rhin;Atelier;8;99;Sur inscription
Concert Vivian Roost;Vivian Roost est un pianiste franco-suisse dont l’univers musical se situe entre le néo-classique et la musique de film.;Vivian Roost;Médiathèque du jardin des Arts;78100;Saint-Germain-en-Laye;Île-de-France;Yvelines;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Heure du conte pour petites oreilles zen;Petites histoires zen et en musique pour les tous petits de 9 mois à 3 ans;"douceur;bien-être  histoires;bébés lecteurs;détente parents";Bibliothèque municipale Saint-Léonard-de-Noblat;87400;Saint-Léonard-de-Noblat;Nouvelle-Aquitaine;Haute-Vienne;Lecture / Conte;;3;Sur inscription
Fabrication de marques-pages;Un atelier pour créer des marques-pages amusants;"atelier;découpage;pliage;collage;enfant;marque-page";Centre social et culturel;77340;Pontault-Combault;Île-de-France;Seine-et-Marne;Atelier;3;7;Entrée libre
Découverte de l'oeuvre d'André Weckmann;Armand Peter proposera une plongée dans l'oeuvre d'André Weckmann, écrivain et poète alsacien;;Bibliothèque municipale de Bergheim;68750;Bergheim;Grand Est;Haut-Rhin;Lecture / Conte;;;Entrée libre
Le Chat, la Belette et le Petit Lapin, en tapis-lecture;histoire de la fable de La Fontaine animée;"tapis-lecture;animaux tissus";MJC - Bibliothèque municipale d'Ornaisons;11200;Ornaisons;Occitanie;Aude;Lecture / Conte;2;99;Entrée libre
A l'occasion de la Nuit de la Lecture  -  Chansons Françaises;Des chansons entrecoupées de quizz musicaux;;Bibliothèque de Sonzay;37360;Sonzay;Centre-Val de Loire;Indre-et-Loire;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Spectacle sur le folklore du Grand Est;"Spectacle ""Vergiss mich nicht et autres légendes d'un futur continent"" par Ernest";"SPECTACLE;musique;theâtre;contes";Espace culturel Le Caveau;67640;Fegersheim;Grand Est;Bas-Rhin;Spectacle (danse, concert, performance, théâtre…);;;Sur inscription
Lecture-spectacle : polar au féminin;Henriette et Huguette, spécialistes du polar, se mettent à table avec des auteurEs;;Pôle Wilson;78230;Le Pecq;Île-de-France;Yvelines;Spectacle (danse, concert, performance, théâtre…);12;99;Sur inscription
Lecture albums jeunesse sur le thème de l'hiver et de la nuit;Le jeune public est invité à écouter lectures et contes sur le thème de l'hiver et de la nuit ( Dès 3 ans);"contes;hiver;nuit;tipi";Musée Unterlinden;68000;Colmar;Grand Est;Haut-Rhin;Lecture / Conte;3;11;Sur inscription
Concert de Nico*;Nico Etoile possède un talent qui le place aussitôt parmi les nouveaux artistes en pleine ascension avec lesquels il faut compter.;"concert;Nico*;La Passerelle;Trévoux";Mediathèque intercommunale La Passerelle;1600;Trévoux;Auvergne-Rhône-Alpes;Ain;Spectacle (danse, concert, performance, théâtre…);10;99;Sur inscription
Et si ça se terminait autrement !?!;La fin du conte ne nous plait plus, on la revisite;Réécriture   Contes;Bibliothèque de Lauzès;46360;Lauzès;Occitanie;Lot;Atelier;;;Entrée libre
Un conte en danse;Un conte représenté par des danses;"Danse;conte;musique";Salle polyvalente de Liart;8290;Liart;Grand Est;Ardennes;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Séance de poésiethérapie;L'idée principale est que les participants disent des textes salvateurs choisis après distribution hasardeuse des poèmes;;Maison des Associations;84270;Vedène;Provence-Alpes-Côte d'Azur;Vaucluse;Lecture / Conte;15;99;Entrée libre
Exposition de photographies;Exposition de photographies de Laure Hodina;"photographie;librairie;apprentissage";Médiathèque de Vernon;27200;Vernon;Normandie;Eure;Exposition;;;Entrée libre
"Rencontre avec Anne-Sophie Stefanini pour un entretien et des lectures de son nouveau roman ""Cette inconnue"" aux éditions Gallimard";"Rencontre avec l'écrivain Anne-Sophie Stefanini au cœur de Montmartre pour évoquer avec elle son tout nouveau roman, ""Cette inconnue"" à paraître le 9 janvier 2020 aux éditions Gallimard";"rencontre;lectures;montmartre;marcel aymé;stefanini;patrick besson";Hôtel littéraire Marcel Aymé;75018;Paris;Île-de-France;Paris;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Lecture concert;Le point sur la Méduse de Florent Kieffer : une lecture concert par son auteur et un violoncelliste. Vous saurez tout sur l'espèce qui dominera le monde après la nôtre.;"lecture;auteur;musique;concert";Bibliothèque universitaire Droit-Lettres;21000;Dijon;Bourgogne-Franche-Comté;Côte-d'Or;Lecture / Conte;18;99;Entrée libre
"Lectures par ""Les Bouquineurs""";Courtes séquences de lecture;"lectures;brèves";Bibliothèque de Montreuil-Juigné - Centre Jacques Prévert;49460;Montreuil-Juigné;Pays de la Loire;Maine-et-Loire;Lecture / Conte;;;Entrée libre
Théâtre d'ombres chinoises;Représentation de théâtre d'ombres;"Théâtre d'ombres;Ombres chinoises";Médiathèque de Saint-Juéry;81160;Saint-Juéry;Occitanie;Tarn;Spectacle (danse, concert, performance, théâtre…);;;Sur inscription
Escape game Recherche à risque;Venez participer à un escape game dans votre bibliothèque. Mêlant sciences et investigation, cette enquête grandeur nature invite tous les curieux à vivre une expérience immersive originale.;"jeu de rôle;escape game";Médiathèque François Mitterrand;4000;Digne-les-Bains;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);15;99;Sur inscription
